step,time,mass,mass_drift,min_psihat,neg_mass,fp_tol_used
677,0.677,5.8904858697723439e+00,1.6338827972274566e-10,1.2773860684017570e-02,0.0000000000000000e+00,1.0e-03
678,0.678,5.8904858697725437e+00,1.6342220564140214e-10,1.2776326015612616e-02,0.0000000000000000e+00,1.0e-03
679,0.679,5.8904858697727427e+00,1.6345598077819795e-10,1.2778771726718274e-02,0.0000000000000000e+00,1.0e-03
680,0.68,5.8904858697729612e+00,1.6349307311592906e-10,1.2781199384889398e-02,0.0000000000000000e+00,1.0e-03
681,0.681,5.8904858697731699e+00,1.6352850685319253e-10,1.2783609256892231e-02,0.0000000000000000e+00,1.0e-03
682,0.682,5.8904858697733689e+00,1.6356228198998834e-10,1.2785999249609697e-02,0.0000000000000000e+00,1.0e-03
683,0.683,5.8904858697735669e+00,1.6359590634492344e-10,1.2788379538858526e-02,0.0000000000000000e+00,1.0e-03
684,0.684,5.8904858697737748e+00,1.6363118930032621e-10,1.2790739347619682e-02,0.0000000000000000e+00,1.0e-03
685,0.685,5.8904858697739781e+00,1.6366571834642550e-10,1.2793092380939557e-02,0.0000000000000000e+00,1.0e-03
686,0.686,5.8904858697741762e+00,1.6369934270136061e-10,1.2795402620982126e-02,0.0000000000000000e+00,1.0e-03
687,0.687,5.8904858697743716e+00,1.6373251471071364e-10,1.2797691707285914e-02,0.0000000000000000e+00,1.0e-03
688,0.6880000000000001,5.8904858697745679e+00,1.6376583750192737e-10,1.2799963767355741e-02,0.0000000000000000e+00,1.0e-03
689,0.6890000000000001,5.8904858697747748e+00,1.6380096967546944e-10,1.2802220428379425e-02,0.0000000000000000e+00,1.0e-03
690,0.6900000000000001,5.8904858697749720e+00,1.6383444324854384e-10,1.2804461238868681e-02,0.0000000000000000e+00,1.0e-03
691,0.6910000000000001,5.8904858697751630e+00,1.6386686134859339e-10,1.2806705400478567e-02,0.0000000000000000e+00,1.0e-03
692,0.6920000000000001,5.8904858697753655e+00,1.6390123961283198e-10,1.2808927811438805e-02,0.0000000000000000e+00,1.0e-03
693,0.6930000000000001,5.8904858697755653e+00,1.6393516553148849e-10,1.2811116170459462e-02,0.0000000000000000e+00,1.0e-03
694,0.6940000000000001,5.8904858697757581e+00,1.6396788519525941e-10,1.2813300250460530e-02,0.0000000000000000e+00,1.0e-03
695,0.6950000000000001,5.8904858697759481e+00,1.6400015251344829e-10,1.2815501506060624e-02,0.0000000000000000e+00,1.0e-03
696,0.6960000000000001,5.8904858697761453e+00,1.6403362608652269e-10,1.2817650100057674e-02,0.0000000000000000e+00,1.0e-03
697,0.6970000000000001,5.8904858697763345e+00,1.6406574262285084e-10,1.2819747838349070e-02,0.0000000000000000e+00,1.0e-03
698,0.6980000000000001,5.8904858697765192e+00,1.6409710524987553e-10,1.2821855509533318e-02,0.0000000000000000e+00,1.0e-03
699,0.6990000000000001,5.8904858697767093e+00,1.6412937256806438e-10,1.2823968328586358e-02,0.0000000000000000e+00,1.0e-03
700,0.7000000000000001,5.8904858697769047e+00,1.6416254457741741e-10,1.2826058103911145e-02,0.0000000000000000e+00,1.0e-03
701,0.7010000000000001,5.8904858697808686e+00,1.6483548402170173e-10,1.2498057535765220e-02,0.0000000000000000e+00,1.0e-05
702,0.7020000000000001,5.8904858697852980e+00,1.6558743316099055e-10,1.1742929046494681e-02,0.0000000000000000e+00,1.0e-05
703,0.7030000000000001,5.8904858697900337e+00,1.6639140204221933e-10,9.9314530803468280e-03,0.0000000000000000e+00,1.0e-05
704,0.704,5.8904858697954365e+00,1.6730860810083049e-10,5.7531085817895209e-03,0.0000000000000000e+00,1.0e-05
705,0.705,5.8904858698013953e+00,1.6832020360423707e-10,2.4925623975999289e-03,0.0000000000000000e+00,1.0e-05
706,0.706,5.8904858698078693e+00,1.6941925258684709e-10,2.3562980049369360e-03,0.0000000000000000e+00,1.0e-05
707,0.707,5.8904858698149631e+00,1.7062354730822263e-10,2.3599872520634509e-03,0.0000000000000000e+00,1.0e-05
708,0.708,5.8904858698225713e+00,1.7191514472694088e-10,2.3676485620619213e-03,0.0000000000000000e+00,1.0e-05
709,0.709,5.8904858698305436e+00,1.7326856270854432e-10,2.3750253614113481e-03,0.0000000000000000e+00,1.0e-05
710,0.71,5.8904858698390887e+00,1.7471923499029642e-10,2.3820852434775809e-03,0.0000000000000000e+00,1.0e-05
711,0.711,5.8904858698480647e+00,1.7624303647448587e-10,2.3888916695500827e-03,0.0000000000000000e+00,1.0e-05
712,0.712,5.8904858698574412e+00,1.7783484057784901e-10,2.3954735666424191e-03,0.0000000000000000e+00,1.0e-05
713,0.713,5.8904858698673896e+00,1.7952374819950010e-10,2.4018446487058705e-03,0.0000000000000000e+00,1.0e-05
714,0.714,5.8904858698779936e+00,1.8132393283434451e-10,2.4080095043116541e-03,0.0000000000000000e+00,1.0e-05
715,0.715,5.8904858698893339e+00,1.8324911563170558e-10,2.4139688430901973e-03,0.0000000000000000e+00,1.0e-05
716,0.716,5.8904858699011271e+00,1.8525119717802136e-10,2.4197271833328697e-03,0.0000000000000000e+00,1.0e-05
717,0.717,5.8904858699136806e+00,1.8738234799709255e-10,2.4252942261655738e-03,0.0000000000000000e+00,1.0e-05
718,0.718,5.8904858699267848e+00,1.8960698356979502e-10,2.4306821122647808e-03,0.0000000000000000e+00,1.0e-05
719,0.719,5.8904858699403775e+00,1.9191454916588003e-10,2.4359018238959244e-03,0.0000000000000000e+00,1.0e-05
720,0.72,5.8904858699546914e+00,1.9434454963284986e-10,2.4409606562489951e-03,0.0000000000000000e+00,1.0e-05
721,0.721,5.8904858699695168e+00,1.9686140045158032e-10,2.4458640404894129e-03,0.0000000000000000e+00,1.0e-05
722,0.722,5.8904858699848930e+00,1.9947173602394205e-10,2.4506189287896857e-03,0.0000000000000000e+00,1.0e-05
723,0.723,5.8904858700009015e+00,2.0218942828111902e-10,2.4552340418254395e-03,0.0000000000000000e+00,1.0e-05
724,0.724,5.8904858700172174e+00,2.0495929106209667e-10,2.4597181483619335e-03,0.0000000000000000e+00,1.0e-05
725,0.725,5.8904858700339773e+00,2.0780454477342210e-10,2.4640782715857207e-03,0.0000000000000000e+00,1.0e-05
726,0.726,5.8904858700510143e+00,2.1069684242528455e-10,2.4683198563657666e-03,0.0000000000000000e+00,1.0e-05
727,0.727,5.8904858700684324e+00,2.1365382549538537e-10,2.4724473793011313e-03,0.0000000000000000e+00,1.0e-05
728,0.728,5.8904858700862466e+00,2.1667805727535646e-10,2.4764650125513252e-03,0.0000000000000000e+00,1.0e-05
729,0.729,5.8904858701044303e+00,2.1976501430937688e-10,2.4803773716982822e-03,0.0000000000000000e+00,1.0e-05
730,0.73,5.8904858701232543e+00,2.2296068506495880e-10,2.4841894894462278e-03,0.0000000000000000e+00,1.0e-05
731,0.731,5.8904858701423981e+00,2.2621063729039115e-10,2.4879062610979746e-03,0.0000000000000000e+00,1.0e-05
732,0.732,5.8904858701622747e+00,2.2958498455089733e-10,2.4915320265125537e-03,0.0000000000000000e+00,1.0e-05
733,0.733,5.8904858701825189e+00,2.3302175550173147e-10,2.4950700755738686e-03,0.0000000000000000e+00,1.0e-05
734,0.734,5.8904858702032019e+00,2.3653301269174924e-10,2.4985229031074876e-03,0.0000000000000000e+00,1.0e-05
735,0.735,5.8904858702240865e+00,2.4007849736414493e-10,2.5018953437317137e-03,0.0000000000000000e+00,1.0e-05
736,0.736,5.8904858702453362e+00,2.4368595338128642e-10,2.5051953417032542e-03,0.0000000000000000e+00,1.0e-05
737,0.737,5.8904858702668506e+00,2.4733834239291527e-10,2.5084266503898056e-03,0.0000000000000000e+00,1.0e-05
738,0.738,5.8904858702887166e+00,2.5105044102137953e-10,2.5115867432387272e-03,0.0000000000000000e+00,1.0e-05
739,0.739,5.8904858703109442e+00,2.5482390786714690e-10,2.5146708182986130e-03,0.0000000000000000e+00,1.0e-05
740,0.74,5.8904858703333858e+00,2.5863371314134188e-10,2.5176756477016775e-03,0.0000000000000000e+00,1.0e-05
741,0.741,5.8904858703561587e+00,2.6249976004957634e-10,2.5206013112188431e-03,0.0000000000000000e+00,1.0e-05
742,0.742,5.8904858703792327e+00,2.6641692200858656e-10,2.5234504047446718e-03,0.0000000000000000e+00,1.0e-05
743,0.743,5.8904858704024905e+00,2.7036529581276078e-10,2.5262264705362969e-03,0.0000000000000000e+00,1.0e-05
744,0.744,5.8904858704259437e+00,2.7434684162628803e-10,2.5289327839270008e-03,0.0000000000000000e+00,1.0e-05
745,0.745,5.8904858704495435e+00,2.7835326644683003e-10,2.5315718861685828e-03,0.0000000000000000e+00,1.0e-05
746,0.746,5.8904858704735528e+00,2.8242920170515273e-10,2.5341456536388772e-03,0.0000000000000000e+00,1.0e-05
747,0.747,5.8904858704978587e+00,2.8655549810494773e-10,2.5366556046681650e-03,0.0000000000000000e+00,1.0e-05
748,0.748,5.8904858705223342e+00,2.9071059384013555e-10,2.5391027244828779e-03,0.0000000000000000e+00,1.0e-05
749,0.749,5.8904858705470851e+00,2.9491243195213905e-10,2.5414869928103850e-03,0.0000000000000000e+00,1.0e-05
750,0.75,5.8904858705721219e+00,2.9916282182328653e-10,2.5438123926094236e-03,0.0000000000000000e+00,1.0e-05
751,0.751,5.8904858705974359e+00,3.0346025563497098e-10,2.5460800729160613e-03,0.0000000000000000e+00,1.0e-05
752,0.752,5.8904858706227259e+00,3.0775361833641669e-10,2.5482904542597322e-03,0.0000000000000000e+00,1.0e-05
753,0.753,5.8904858706482894e+00,3.1209342185095661e-10,2.5504450307874092e-03,0.0000000000000000e+00,1.0e-05
754,0.754,5.8904858706739294e+00,3.1644619260551632e-10,2.5525462117437780e-03,0.0000000000000000e+00,1.0e-05
755,0.755,5.8904858706998402e+00,3.2084495182758823e-10,2.5545969151198299e-03,0.0000000000000000e+00,1.0e-05
756,0.756,5.8904858707260219e+00,3.2528969951717228e-10,2.5565992748947629e-03,0.0000000000000000e+00,1.0e-05
757,0.757,5.8904858707524914e+00,3.2978330052962166e-10,2.5585564511346227e-03,0.0000000000000000e+00,1.0e-05
758,0.758,5.8904858707790444e+00,3.3429107503697650e-10,2.5604710811070221e-03,0.0000000000000000e+00,1.0e-05
759,0.759,5.8904858708058754e+00,3.3884604426672898e-10,2.5623461896303670e-03,0.0000000000000000e+00,1.0e-05
760,0.76,5.8904858708329524e+00,3.4344278007189418e-10,2.5641855237759949e-03,0.0000000000000000e+00,1.0e-05
761,0.761,5.8904858708603403e+00,3.4809228952830279e-10,2.5659936028409845e-03,0.0000000000000000e+00,1.0e-05
762,0.762,5.8904858708877477e+00,3.5274511618564672e-10,2.5677751974222049e-03,0.0000000000000000e+00,1.0e-05
763,0.763,5.8904858709153878e+00,3.5743744769049288e-10,2.5695346701559117e-03,0.0000000000000000e+00,1.0e-05
764,0.764,5.8904858709432268e+00,3.6216355433213487e-10,2.5712760819872164e-03,0.0000000000000000e+00,1.0e-05
765,0.765,5.8904858709711245e+00,3.6689961257658273e-10,2.5730035575956371e-03,0.0000000000000000e+00,1.0e-05
766,0.766,5.8904858709992496e+00,3.7167427097736871e-10,2.5747213528614400e-03,0.0000000000000000e+00,1.0e-05
767,0.767,5.8904858710273675e+00,3.7644772312326908e-10,2.5764327724718955e-03,0.0000000000000000e+00,1.0e-05
768,0.768,5.8904858710558585e+00,3.8128450365066164e-10,2.5781405629829030e-03,0.0000000000000000e+00,1.0e-05
769,0.769,5.8904858710845591e+00,3.8615686869717829e-10,2.5798479214956399e-03,0.0000000000000000e+00,1.0e-05
770,0.77,5.8904858711134729e+00,3.9106542139026194e-10,2.5815588544766468e-03,0.0000000000000000e+00,1.0e-05
771,0.771,5.8904858711427366e+00,3.9603338213645960e-10,2.5832773641833104e-03,0.0000000000000000e+00,1.0e-05
772,0.772,5.8904858711722126e+00,4.0103737974736354e-10,2.5850068622350238e-03,0.0000000000000000e+00,1.0e-05
773,0.773,5.8904858712016761e+00,4.0603926641221771e-10,2.5867500186876197e-03,0.0000000000000000e+00,1.0e-05
774,0.774,5.8904858712313271e+00,4.1107296804967862e-10,2.5885087506061916e-03,0.0000000000000000e+00,1.0e-05
775,0.775,5.8904858712611512e+00,4.1613607214997522e-10,2.5902848106460138e-03,0.0000000000000000e+00,1.0e-05
776,0.776,5.8904858712909745e+00,4.2119902546841108e-10,2.5920804068553620e-03,0.0000000000000000e+00,1.0e-05
777,0.777,5.8904858713207613e+00,4.2625579673055849e-10,2.5938981251885790e-03,0.0000000000000000e+00,1.0e-05
778,0.778,5.8904858713504611e+00,4.3129779137035768e-10,2.5957406734481957e-03,0.0000000000000000e+00,1.0e-05
779,0.779,5.8904858713803350e+00,4.3636933925485318e-10,2.5976101824687348e-03,0.0000000000000000e+00,1.0e-05
780,0.78,5.8904858714103963e+00,4.4147270211195548e-10,2.5995080610161821e-03,0.0000000000000000e+00,1.0e-05
781,0.781,5.8904858714406938e+00,4.4661617294400281e-10,2.6014352643187084e-03,0.0000000000000000e+00,1.0e-05
782,0.782,5.8904858714709061e+00,4.5174516871742338e-10,2.6033922619635823e-03,0.0000000000000000e+00,1.0e-05
783,0.783,5.8904858715012569e+00,4.5689768646111242e-10,2.6053795594608090e-03,0.0000000000000000e+00,1.0e-05
784,0.784,5.8904858715317641e+00,4.6207674181228389e-10,2.6073982354614111e-03,0.0000000000000000e+00,1.0e-05
785,0.785,5.8904858715621859e+00,4.6724132210482861e-10,2.6094497733763211e-03,0.0000000000000000e+00,1.0e-05
786,0.786,5.8904858715927571e+00,4.7243123374997015e-10,2.6115357898706150e-03,0.0000000000000000e+00,1.0e-05
787,0.787,5.8904858716234685e+00,4.7764496892910161e-10,2.6136573747634652e-03,0.0000000000000000e+00,1.0e-05
788,0.788,5.8904858716546098e+00,4.8293168252880967e-10,2.6158150023164947e-03,0.0000000000000000e+00,1.0e-05
789,0.789,5.8904858716858977e+00,4.8824327513553258e-10,2.6180087898958516e-03,0.0000000000000000e+00,1.0e-05
790,0.79,5.8904858717173276e+00,4.9357899283996676e-10,2.6202384671256268e-03,0.0000000000000000e+00,1.0e-05
791,0.791,5.8904858717488171e+00,4.9892481292906753e-10,2.6225039142505693e-03,0.0000000000000000e+00,1.0e-05
792,0.792,5.8904858717804229e+00,5.0429038544191947e-10,2.6248055517231368e-03,0.0000000000000000e+00,1.0e-05
793,0.793,5.8904858718122259e+00,5.0968943152784578e-10,2.6271444306407224e-03,0.0000000000000000e+00,1.0e-05
794,0.794,5.8904858718443904e+00,5.1514984583107514e-10,2.6295215232783435e-03,0.0000000000000000e+00,1.0e-05
795,0.795,5.8904858718766970e+00,5.2063438523201587e-10,2.6319373823166688e-03,0.0000000000000000e+00,1.0e-05
796,0.796,5.8904858719095152e+00,5.2620577498471720e-10,2.6343920427588305e-03,0.0000000000000000e+00,1.0e-05
797,0.797,5.8904858719425750e+00,5.3181817740352771e-10,2.6368852475639852e-03,0.0000000000000000e+00,1.0e-05
798,0.798,5.8904858719757600e+00,5.3745184006469635e-10,2.6394164007402798e-03,0.0000000000000000e+00,1.0e-05
799,0.799,5.8904858720090729e+00,5.4310721531380513e-10,2.6419850866781884e-03,0.0000000000000000e+00,1.0e-05
800,0.8,5.8904858720418929e+00,5.4867890663022791e-10,2.6445913862466648e-03,0.0000000000000000e+00,1.0e-05
801,0.801,5.8904858720747066e+00,5.5424954247362576e-10,2.6472359916208561e-03,0.0000000000000000e+00,1.0e-05
802,0.802,5.8904858721076767e+00,5.5984671592450610e-10,2.6499195219361893e-03,0.0000000000000000e+00,1.0e-05
803,0.803,5.8904858721408306e+00,5.6547510122055037e-10,2.6526422199766968e-03,0.0000000000000000e+00,1.0e-05
804,0.804,5.8904858721741107e+00,5.7112489754081334e-10,2.6554039804217895e-03,0.0000000000000000e+00,1.0e-05
805,0.805,5.8904858722075177e+00,5.7679625566715588e-10,2.6583489468096216e-03,0.0000000000000000e+00,1.0e-05
806,0.806,5.8904858722410296e+00,5.8248540605306050e-10,2.6612560041714764e-03,0.0000000000000000e+00,1.0e-05
807,0.807,5.8904858722747289e+00,5.8820637141157187e-10,2.6641561632404220e-03,0.0000000000000000e+00,1.0e-05
808,0.808,5.8904858723085098e+00,5.9394120870126722e-10,2.6670761020238624e-03,0.0000000000000000e+00,1.0e-05
809,0.809,5.8904858723424214e+00,5.9969821092448476e-10,2.6700268697672329e-03,0.0000000000000000e+00,1.0e-05
810,0.81,5.8904858723765088e+00,6.0548506795612015e-10,2.6730131094232709e-03,0.0000000000000000e+00,1.0e-05
811,0.811,5.8904858724106974e+00,6.1128911411987471e-10,2.6760366249882622e-03,0.0000000000000000e+00,1.0e-05
812,0.812,5.8904858724449900e+00,6.1711080176133077e-10,2.6790979628100835e-03,0.0000000000000000e+00,1.0e-05
813,0.8130000000000001,5.8904858724794789e+00,6.2296581219400043e-10,2.6821967903905494e-03,0.0000000000000000e+00,1.0e-05
814,0.8140000000000001,5.8904858725141072e+00,6.2884449537879934e-10,2.6853325750452184e-03,0.0000000000000000e+00,1.0e-05
815,0.8150000000000001,5.8904858725488252e+00,6.3473840753152852e-10,2.6885047710931177e-03,0.0000000000000000e+00,1.0e-05
816,0.8160000000000001,5.8904858725836249e+00,6.4064619161544170e-10,2.6917130369165862e-03,0.0000000000000000e+00,1.0e-05
817,0.8170000000000001,5.8904858726185303e+00,6.4657191874077762e-10,2.6949575627816143e-03,0.0000000000000000e+00,1.0e-05
818,0.8180000000000001,5.8904858726535076e+00,6.5250985919682991e-10,2.6982385502780266e-03,0.0000000000000000e+00,1.0e-05
819,0.8190000000000001,5.8904858726889593e+00,6.5852831716649370e-10,2.7015559337602198e-03,0.0000000000000000e+00,1.0e-05
820,0.8200000000000001,5.8904858727245992e+00,6.6457874089062481e-10,2.7049095514281619e-03,0.0000000000000000e+00,1.0e-05
821,0.8210000000000001,5.8904858727603440e+00,6.7064695687431810e-10,2.7082988011545191e-03,0.0000000000000000e+00,1.0e-05
822,0.8220000000000001,5.8904858727961757e+00,6.7672994948035954e-10,2.7117231048785773e-03,0.0000000000000000e+00,1.0e-05
823,0.8230000000000001,5.8904858728324090e+00,6.8288109548743535e-10,2.7151818926490733e-03,0.0000000000000000e+00,1.0e-05
824,0.8240000000000001,5.8904858728687275e+00,6.8904671655313796e-10,2.7186748198178602e-03,0.0000000000000000e+00,1.0e-05
825,0.8250000000000001,5.8904858729051526e+00,6.9523043144212399e-10,2.7222018433798803e-03,0.0000000000000000e+00,1.0e-05
826,0.8260000000000001,5.8904858729416034e+00,7.0141851900507023e-10,2.7257627383268680e-03,0.0000000000000000e+00,1.0e-05
827,0.8270000000000001,5.8904858729781253e+00,7.0761866911687215e-10,2.7293566152878923e-03,0.0000000000000000e+00,1.0e-05
828,0.8280000000000001,5.8904858730147112e+00,7.1382967552264405e-10,2.7329848316905332e-03,0.0000000000000000e+00,1.0e-05
829,0.8290000000000001,5.8904858730513840e+00,7.2005545855076420e-10,2.7366471402320014e-03,0.0000000000000000e+00,1.0e-05
830,0.8300000000000001,5.8904858730883944e+00,7.2633853868594864e-10,2.7403429050341342e-03,0.0000000000000000e+00,1.0e-05
831,0.8310000000000001,5.8904858731255239e+00,7.3264182359046627e-10,2.7440714469043684e-03,0.0000000000000000e+00,1.0e-05
832,0.8320000000000001,5.8904858731633141e+00,7.3905729019934148e-10,2.7478321887077252e-03,0.0000000000000000e+00,1.0e-05
833,0.833,5.8904858732011673e+00,7.4548346232032599e-10,2.7516248239877611e-03,0.0000000000000000e+00,1.0e-05
834,0.834,5.8904858732390615e+00,7.5191657040690250e-10,2.7554491709479295e-03,0.0000000000000000e+00,1.0e-05
835,0.835,5.8904858732773029e+00,7.5840863420101104e-10,2.7593051978109066e-03,0.0000000000000000e+00,1.0e-05
836,0.836,5.8904858733160328e+00,7.6498362801850210e-10,2.7631926761470145e-03,0.0000000000000000e+00,1.0e-05
837,0.837,5.8904858733551144e+00,7.7161833145282867e-10,2.7671112962668436e-03,0.0000000000000000e+00,1.0e-05
838,0.838,5.8904858733944785e+00,7.7830098351885632e-10,2.7710606826640422e-03,0.0000000000000000e+00,1.0e-05
839,0.839,5.8904858734342911e+00,7.8505978042453528e-10,2.7750403375982370e-03,0.0000000000000000e+00,1.0e-05
840,0.84,5.8904858734741712e+00,7.9183003675162711e-10,2.7790496111602253e-03,0.0000000000000000e+00,1.0e-05
841,0.841,5.8904858735141117e+00,7.9861054624524632e-10,2.7830879363764868e-03,0.0000000000000000e+00,1.0e-05
842,0.842,5.8904858735542796e+00,8.0542965589520349e-10,2.7871549038993165e-03,0.0000000000000000e+00,1.0e-05
843,0.843,5.8904858735945442e+00,8.1226520076797645e-10,2.7912503553452830e-03,0.0000000000000000e+00,1.0e-05
844,0.844,5.8904858736347965e+00,8.1909863469469975e-10,2.7953739770178766e-03,0.0000000000000000e+00,1.0e-05
845,0.845,5.8904858736752628e+00,8.2596840704985067e-10,2.7995254859495312e-03,0.0000000000000000e+00,1.0e-05
846,0.846,5.8904858737160097e+00,8.3288582647298142e-10,2.8037044425696274e-03,0.0000000000000000e+00,1.0e-05
847,0.847,5.8904858737567380e+00,8.3980007947703747e-10,2.8079103815828350e-03,0.0000000000000000e+00,1.0e-05
848,0.848,5.8904858737974948e+00,8.4671915750063586e-10,2.8121423566420563e-03,0.0000000000000000e+00,1.0e-05
849,0.849,5.8904858738383385e+00,8.5365301214658240e-10,2.8163994147665343e-03,0.0000000000000000e+00,1.0e-05
850,0.85,5.8904858738799852e+00,8.6072317359459768e-10,2.8206808224456974e-03,0.0000000000000000e+00,1.0e-05
851,0.851,5.8904858739220876e+00,8.6787068613714987e-10,2.8249862523871475e-03,0.0000000000000000e+00,1.0e-05
852,0.852,5.8904858739642965e+00,8.7503629250298549e-10,2.8293153061602107e-03,0.0000000000000000e+00,1.0e-05
853,0.853,5.8904858740065240e+00,8.8220506528789570e-10,2.8336677615713457e-03,0.0000000000000000e+00,1.0e-05
854,0.854,5.8904858740489079e+00,8.8940037568028840e-10,2.8380432282935041e-03,0.0000000000000000e+00,1.0e-05
855,0.855,5.8904858740915120e+00,8.9663307997413355e-10,2.8424411074489501e-03,0.0000000000000000e+00,1.0e-05
856,0.856,5.8904858741345567e+00,9.0394057207088372e-10,2.8468603371297196e-03,0.0000000000000000e+00,1.0e-05
857,0.857,5.8904858741785144e+00,9.1140306792042886e-10,2.8512996161843482e-03,0.0000000000000000e+00,1.0e-05
858,0.858,5.8904858742229766e+00,9.1895120786684919e-10,2.8557579714376495e-03,0.0000000000000000e+00,1.0e-05
859,0.859,5.8904858742676325e+00,9.2653221825890110e-10,2.8602349322436951e-03,0.0000000000000000e+00,1.0e-05
860,0.86,5.8904858743128043e+00,9.3420083291201709e-10,2.8647301414150214e-03,0.0000000000000000e+00,1.0e-05
861,0.861,5.8904858743579647e+00,9.4186748740094409e-10,2.8692435741410477e-03,0.0000000000000000e+00,1.0e-05
862,0.862,5.8904858744039181e+00,9.4966879009147240e-10,2.8737750439588247e-03,0.0000000000000000e+00,1.0e-05
863,0.863,5.8904858744504640e+00,9.5757066428308442e-10,2.8783239344735007e-03,0.0000000000000000e+00,1.0e-05
864,0.864,5.8904858744972515e+00,9.6551355114080573e-10,2.8828891924939995e-03,0.0000000000000000e+00,1.0e-05
865,0.865,5.8904858745441260e+00,9.7347121462087509e-10,2.8874692513866929e-03,0.0000000000000000e+00,1.0e-05
866,0.866,5.8904858745915547e+00,9.8152296598201870e-10,2.8920629350801634e-03,0.0000000000000000e+00,1.0e-05
867,0.867,5.8904858746394764e+00,9.8965840127584811e-10,2.8966696937537013e-03,0.0000000000000000e+00,1.0e-05
868,0.868,5.8904858746874176e+00,9.9779715377061300e-10,2.9012822188503734e-03,0.0000000000000000e+00,1.0e-05
869,0.869,5.8904858747353774e+00,1.0059390726844525e-09,2.9058952468957386e-03,0.0000000000000000e+00,1.0e-05
870,0.87,5.8904858747837769e+00,1.0141556286193362e-09,2.9105164157479414e-03,0.0000000000000000e+00,1.0e-05
871,0.871,5.8904858748328088e+00,1.0224795412390353e-09,2.9151497254678548e-03,0.0000000000000000e+00,1.0e-05
872,0.872,5.8904858748821720e+00,1.0308596954927737e-09,2.9197962491745687e-03,0.0000000000000000e+00,1.0e-05
873,0.873,5.8904858749320734e+00,1.0393312235540936e-09,2.9244553341341364e-03,0.0000000000000000e+00,1.0e-05
874,0.874,5.8904858749825380e+00,1.0478983473150945e-09,2.9291263790134289e-03,0.0000000000000000e+00,1.0e-05
875,0.875,5.8904858750337059e+00,1.0565848903097665e-09,2.9338090425662135e-03,0.0000000000000000e+00,1.0e-05
876,0.876,5.8904858750851252e+00,1.0653141045710151e-09,2.9385036631162514e-03,0.0000000000000000e+00,1.0e-05
877,0.877,5.8904858751380367e+00,1.0742966323582324e-09,2.9432109234408151e-03,0.0000000000000000e+00,1.0e-05
878,0.878,5.8904858751915308e+00,1.0833780730460658e-09,2.9479312380814894e-03,0.0000000000000000e+00,1.0e-05
879,0.879,5.8904858752449929e+00,1.0924540855869144e-09,2.9526645929368669e-03,0.0000000000000000e+00,1.0e-05
880,0.88,5.8904858752984275e+00,1.1015254238900814e-09,2.9574105202760312e-03,0.0000000000000000e+00,1.0e-05
881,0.881,5.8904858753525229e+00,1.1107089438976058e-09,2.9621684493434282e-03,0.0000000000000000e+00,1.0e-05
882,0.882,5.8904858754072293e+00,1.1199962018252889e-09,2.9669383930104112e-03,0.0000000000000000e+00,1.0e-05
883,0.883,5.8904858754619838e+00,1.1292916019734495e-09,2.9717213926838647e-03,0.0000000000000000e+00,1.0e-05
884,0.884,5.8904858755167293e+00,1.1385854943030029e-09,2.9765198908749402e-03,0.0000000000000000e+00,1.0e-05
885,0.885,5.8904858755720610e+00,1.1479789026606157e-09,2.9813369796541055e-03,0.0000000000000000e+00,1.0e-05
886,0.886,5.8904858756274479e+00,1.1573816594935915e-09,2.9861760147946032e-03,0.0000000000000000e+00,1.0e-05
887,0.887,5.8904858756849077e+00,1.1671363411894307e-09,2.9910397773739543e-03,0.0000000000000000e+00,1.0e-05
888,0.888,5.8904858757423364e+00,1.1768857455201457e-09,2.9959299598449132e-03,0.0000000000000000e+00,1.0e-05
889,0.889,5.8904858758010628e+00,1.1868554421493369e-09,3.0008468905972155e-03,0.0000000000000000e+00,1.0e-05
890,0.89,5.8904858758597385e+00,1.1968165442124685e-09,3.0057880275609801e-03,0.0000000000000000e+00,1.0e-05
891,0.891,5.8904858759183574e+00,1.2067679962365153e-09,3.0107466309269859e-03,0.0000000000000000e+00,1.0e-05
892,0.892,5.8904858759776531e+00,1.2168343440384123e-09,3.0157105306283412e-03,0.0000000000000000e+00,1.0e-05
893,0.893,5.8904858760369025e+00,1.2268928511835531e-09,3.0206620009227830e-03,0.0000000000000000e+00,1.0e-05
894,0.894,5.8904858760961138e+00,1.2369448747086841e-09,3.0255815380114820e-03,0.0000000000000000e+00,1.0e-05
895,0.895,5.8904858761552656e+00,1.2469867958491484e-09,3.0304534507899876e-03,0.0000000000000000e+00,1.0e-05
896,0.896,5.8904858762143242e+00,1.2570128848942397e-09,3.0352699983758613e-03,0.0000000000000000e+00,1.0e-05
897,0.897,5.8904858762740933e+00,1.2671595994278876e-09,3.0400324174757014e-03,0.0000000000000000e+00,1.0e-05
898,0.898,5.8904858763337966e+00,1.2772951561038439e-09,3.0447474364725703e-03,0.0000000000000000e+00,1.0e-05
899,0.899,5.8904858763944086e+00,1.2875849626232916e-09,3.0494242664575420e-03,0.0000000000000000e+00,1.0e-05
900,0.9,5.8904858764557257e+00,1.2979944899401319e-09,3.0540722051578088e-03,0.0000000000000000e+00,1.0e-05
901,0.901,5.8904858765169745e+00,1.3083924070536983e-09,3.0586987653795951e-03,0.0000000000000000e+00,1.0e-05
902,0.902,5.8904858765788370e+00,1.3188945144330057e-09,3.0633092762177364e-03,0.0000000000000000e+00,1.0e-05
